scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
6430,23,17,5785,1a:50:a7:f3:20:79,DoYouKnow ,-80
6431,23,17,5745,c6:99:bb:89:07:d5,Z60,-90
6432,23,17,2447,36:20:f9:a1:88:62,CSE OFFICE,-64
6433,23,17,2437,5e:75:bf:7f:f2:e4,realme 9 Pro 5G,-69
6434,23,17,5785,c6:10:ef:ee:57:ec,pixel,-78
6435,23,17,5745,36:62:f9:a1:88:63,CSE OFFICE,-92
6436,23,17,2437,4e:e8:ef:1a:c1:95,Mahdi,-76
6437,23,17,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-77
6438,23,17,2412,aa:dc:7e:ea:37:18,moto edge 50 neo_3238,-65
6439,24,0,5785,62:d5:76:41:44:83,Pixel,-70
6440,24,0,5785,2c:fe:e2:59:d0:c2,Horion_e9,-64
6441,24,0,5745,02:59:d2:85:5e:aa,Omi,-96
6442,24,0,2412,ba:61:33:5d:51:8b,Oggy,-57
6443,24,0,2437,7a:ec:99:a0:87:01,Abhishek's A55,0
6444,24,0,2427,1c:61:b4:9c:7a:1a,,-81
6445,24,0,2412,7a:ae:58:61:a1:27,NK,-62
6446,24,0,5785,c6:10:ef:ee:57:ec,pixel,-65
6447,24,0,5745,ee:ec:4e:98:5f:81,,-86
6448,24,0,5745,36:62:f9:a1:88:63,CSE OFFICE,-91
6449,24,0,2437,4e:e8:ef:1a:c1:95,Mahdi,-54
6450,24,0,5785,c2:3b:04:a2:01:1f,getIP().hackDevice(),-86
6451,24,0,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-61
6452,24,0,2462,76:75:55:f3:a7:bd,Redmi Note 13 Pro,-65
6453,24,1,5785,62:d5:76:41:44:83,Pixel,-74
6454,24,1,5785,2c:fe:e2:59:d0:c2,Horion_e9,-67
6455,24,1,5745,34:60:f9:a1:88:63,,-89
6456,24,1,2447,36:20:f9:a1:88:62,CSE OFFICE,-64
6457,24,1,2437,e6:03:58:bb:71:13,Norse Network,-80
6458,24,1,5745,bc:22:28:21:09:21,,-59
6459,24,1,5785,c6:10:ef:ee:57:ec,pixel,-72
6460,24,1,5745,ee:ec:4e:98:5f:81,,-87
6461,24,1,5745,36:62:f9:a1:88:63,CSE OFFICE,-89
6462,24,1,2437,4e:e8:ef:1a:c1:95,Mahdi,-73
6463,24,1,2437,7a:ec:99:a0:87:01,Abhishek's A55,-39
6464,24,2,5785,62:d5:76:41:44:83,Pixel,-78
6465,24,2,2412,8e:94:a9:8d:65:5b,vivo Y27s,-64
6466,24,2,2447,34:60:f9:a1:88:62,,-64
