scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
1,1,0,5785,66:79:f0:36:84:ea,DIRECT-DCLAPTOP-LIA41UT4msFN,-66
2,1,0,2432,60:63:4c:31:37:40,CSE-303,-62
3,1,0,2437,8e:94:9f:cb:b9:b0,Fuad's A54,-50
4,1,0,2437,46:44:d1:b3:33:78,Galaxy M12 396F,-58
5,1,0,2432,5c:e9:31:22:be:d6,,-77
6,1,0,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-69
7,1,0,2432,5e:a9:31:22:be:d6,CSE-LAB,-79
8,1,0,2462,8e:f6:fd:8d:6d:a4,POCO X3 Pro,-53
9,1,0,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-59
10,1,0,2472,5c:e8:d3:0a:1e:e0,!FreeNet,-70
11,1,0,5745,52:29:6f:70:e8:02,Shakshor,-83
12,1,0,2457,36:20:f9:a1:88:62,CSE OFFICE,-67
13,1,0,2457,bc:22:28:21:09:24,CSE-205,-52
14,1,0,5785,bc:22:28:21:09:21,CSE-205,-52
15,1,0,2457,36:20:f9:a1:88:56,CSE OFFICE,-72
16,1,0,2412,00:22:b0:05:f3:bc,CSE-204,-69
17,1,1,2462,26:94:5a:1b:90:4d,Tatakae🥷,-62
18,1,1,5785,66:79:f0:36:84:ea,DIRECT-DCLAPTOP-LIA41UT4msFN,-68
19,1,1,2437,8e:94:9f:cb:b9:b0,Fuad's A54,-48
20,1,1,2457,34:60:f9:a1:88:56,,-66
21,1,1,2437,46:44:d1:b3:33:78,Galaxy M12 396F,-50
22,1,1,2457,34:60:f9:a1:88:62,,-66
23,1,1,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-55
24,1,1,5785,bc:22:28:21:09:b8,,-78
25,1,1,2462,8e:f6:fd:8d:6d:a4,POCO X3 Pro,-54
26,1,1,2472,5c:e8:d3:0a:1e:e0,!FreeNet,-75
27,1,1,5745,52:29:6f:70:e8:02,Shakshor,-86
28,1,1,5785,bc:22:28:21:09:21,CSE-205,-51
29,1,2,2462,26:94:5a:1b:90:4d,Tatakae🥷,-61
30,1,2,5785,66:79:f0:36:84:ea,DIRECT-DCLAPTOP-LIA41UT4msFN,-56
31,1,2,2432,60:63:4c:31:37:40,CSE-303,-64
32,1,2,2437,8e:94:9f:cb:b9:b0,Fuad's A54,-65
33,1,2,2457,34:60:f9:a1:88:56,,-67
34,1,2,2437,46:44:d1:b3:33:78,Galaxy M12 396F,-56
35,1,2,2462,8e:f6:fd:8d:6d:a4,POCO X3 Pro,-46
36,1,2,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-61
37,1,2,2472,5c:e8:d3:0a:1e:e0,!FreeNet,-89
38,1,2,5765,bc:22:28:21:55:6c,,-91
39,1,2,5765,bc:22:28:21:55:6b,CSE-104,-91
40,1,2,5745,52:29:6f:70:e8:02,Shakshor,-86
41,1,2,5805,36:62:f9:a1:88:63,CSE OFFICE,-83
42,1,2,2457,bc:22:28:21:09:24,CSE-205,-44
43,1,2,5785,bc:22:28:21:09:22,,-63
44,1,2,5785,bc:22:28:21:09:21,CSE-205,-65
45,1,2,2457,36:20:f9:a1:88:56,CSE OFFICE,-67
46,1,2,2432,5e:a9:31:22:bb:0a,CSE-LAB,-67
47,1,3,2462,26:94:5a:1b:90:4d,Tatakae🥷,-68
48,1,3,5785,66:79:f0:36:84:ea,DIRECT-DCLAPTOP-LIA41UT4msFN,-65
49,1,3,2432,60:63:4c:31:37:40,CSE-303,-62
50,1,3,2437,8e:94:9f:cb:b9:b0,Fuad's A54,-51
51,1,3,2437,46:44:d1:b3:33:78,Galaxy M12 396F,-55
52,1,3,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-54
53,1,3,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-77
54,1,3,2462,34:e8:94:10:7d:fa,Hall of Fame,-67
55,1,3,2462,8e:f6:fd:8d:6d:a4,POCO X3 Pro,-46
56,1,3,2437,8e:fa:5f:79:06:05,Ei j eta amar wifi,-55
57,1,3,2472,5c:e8:d3:0a:1e:e0,!FreeNet,-83
58,1,3,2462,bc:22:28:20:b9:f6,CSE-503,-86
59,1,3,5765,bc:22:28:21:55:6b,CSE-104,-84
60,1,3,2457,bc:22:28:21:09:24,CSE-205,-56
61,1,3,5785,bc:22:28:21:09:21,CSE-205,-61
62,1,3,2417,d6:2c:9e:ee:4a:20,Jo,-54
63,1,4,5785,66:79:f0:36:84:ea,DIRECT-DCLAPTOP-LIA41UT4msFN,-69
64,1,4,2462,8e:f6:fd:8d:6d:a4,POCO X3 Pro,-36
65,1,4,5765,bc:22:28:21:55:6b,CSE-104,-86
66,1,4,2457,36:20:f9:a1:88:62,CSE OFFICE,-59
67,1,4,2457,bc:22:28:21:09:24,CSE-205,-60
68,1,4,5785,bc:22:28:21:09:21,CSE-205,-62
69,1,4,2412,00:22:b0:05:f3:bc,CSE-204,-59
70,1,4,2417,d6:2c:9e:ee:4a:20,Jo,-58
71,2,0,5805,34:60:f9:a1:88:57,,-90
72,2,0,5180,60:63:4c:31:37:48,dlink,-89
73,2,0,2457,34:60:f9:a1:88:56,,-64
74,2,0,5805,34:60:f9:a1:88:63,,-96
75,2,0,5785,bc:22:28:21:09:b7,,-89
76,2,0,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-70
77,2,0,5765,bc:22:28:21:55:6c,,-88
78,2,0,5765,bc:22:28:21:55:6b,CSE-104,-86
79,2,0,5745,52:29:6f:70:e8:02,Shakshor,-92
80,2,0,2457,36:20:f9:a1:88:62,CSE OFFICE,-68
81,2,0,5805,36:62:f9:a1:88:63,CSE OFFICE,-96
82,2,0,5805,36:62:f9:a1:88:57,CSE OFFICE,-89
83,2,0,5785,bc:22:28:21:09:22,,-81
84,2,0,5785,bc:22:28:21:09:21,CSE-205,-81
85,2,0,2457,36:20:f9:a1:88:56,CSE OFFICE,-61
86,2,0,2412,00:22:b0:05:f3:bc,CSE-204,-57
87,2,1,5805,34:60:f9:a1:88:57,,-86
88,2,1,5180,60:63:4c:31:37:48,dlink,-88
89,2,1,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-66
90,2,1,5765,bc:22:28:21:55:6c,,-89
91,2,1,5765,bc:22:28:21:55:6b,CSE-104,-89
92,2,1,5745,52:29:6f:70:e8:02,Shakshor,-79
93,2,1,2457,bc:22:28:21:09:24,CSE-205,-68
94,2,1,5805,36:62:f9:a1:88:57,CSE OFFICE,-85
95,2,1,5785,bc:22:28:21:09:22,,-76
96,2,1,5785,bc:22:28:21:09:21,CSE-205,-76
97,2,1,2412,18:0f:76:c3:06:8d,CSE-304,-57
98,2,2,5805,34:60:f9:a1:88:57,,-87
99,2,2,5180,60:63:4c:31:37:48,dlink,-87
100,2,2,2457,34:60:f9:a1:88:56,,-65
101,2,2,5805,34:60:f9:a1:88:63,,-96
102,2,2,2432,5c:e9:31:22:be:d6,,-84
103,2,2,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-78
104,2,2,5785,bc:22:28:21:09:b7,,-92
105,2,2,2432,5e:a9:31:22:be:d6,CSE-LAB,-83
106,2,2,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-65
107,2,2,5765,bc:22:28:21:55:6c,,-86
108,2,2,5765,bc:22:28:21:55:6b,CSE-104,-85
109,2,2,5745,52:29:6f:70:e8:02,Shakshor,-88
110,2,2,5805,36:62:f9:a1:88:63,CSE OFFICE,-95
111,2,2,2432,5c:e9:31:22:bb:0a,,-73
112,2,2,2437,36:56:20:d4:75:60,Rayyan's Galaxy A24,-79
113,2,2,5805,36:62:f9:a1:88:57,CSE OFFICE,-87
114,2,2,5785,bc:22:28:21:09:22,,-81
115,2,2,2437,bc:22:28:21:09:ba,CSE-206,-79
116,2,2,5785,bc:22:28:21:09:21,CSE-205,-82
117,2,2,2457,36:20:f9:a1:88:56,CSE OFFICE,-66
118,2,3,5805,34:60:f9:a1:88:57,,-87
119,2,3,5180,60:63:4c:31:37:48,dlink,-87
120,2,3,2457,34:60:f9:a1:88:56,,-65
121,2,3,5805,34:60:f9:a1:88:63,,-96
122,2,3,2432,5c:e9:31:22:be:d6,,-84
123,2,3,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-78
124,2,3,5785,bc:22:28:21:09:b7,,-92
125,2,3,2432,5e:a9:31:22:be:d6,CSE-LAB,-83
126,2,3,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-65
127,2,3,5765,bc:22:28:21:55:6c,,-86
128,2,3,5765,bc:22:28:21:55:6b,CSE-104,-85
129,2,3,5745,52:29:6f:70:e8:02,Shakshor,-88
130,2,3,5805,36:62:f9:a1:88:63,CSE OFFICE,-95
131,2,3,2432,5c:e9:31:22:bb:0a,,-73
132,2,3,2437,36:56:20:d4:75:60,Rayyan's Galaxy A24,-79
133,2,3,5805,36:62:f9:a1:88:57,CSE OFFICE,-87
134,2,3,5785,bc:22:28:21:09:22,,-81
135,2,3,2437,bc:22:28:21:09:ba,CSE-206,-79
136,2,3,5785,bc:22:28:21:09:21,CSE-205,-82
137,2,3,2457,36:20:f9:a1:88:56,CSE OFFICE,-66
138,2,4,2462,26:94:5a:1b:90:4d,Tatakae🥷,-76
139,2,4,5805,34:60:f9:a1:88:57,,-89
140,2,4,5765,bc:22:28:21:55:6b,CSE-104,-91
141,2,4,5805,36:62:f9:a1:88:57,CSE OFFICE,-90
142,2,4,2437,bc:22:28:21:09:ba,CSE-206,-81
143,2,4,5785,bc:22:28:21:09:21,CSE-205,-91
144,2,4,2412,00:22:b0:05:f3:bc,CSE-204,-68
145,2,4,2462,bc:22:28:21:55:6e,CSE-104,-74
146,2,4,2412,18:0f:76:c3:06:8d,CSE-304,-56
147,2,5,2462,26:94:5a:1b:90:4d,Tatakae🥷,-76
148,2,5,5805,34:60:f9:a1:88:57,,-89
149,2,5,5765,bc:22:28:21:55:6b,CSE-104,-91
150,2,5,5805,36:62:f9:a1:88:57,CSE OFFICE,-90
151,2,5,2437,bc:22:28:21:09:ba,CSE-206,-81
152,2,5,5785,bc:22:28:21:09:21,CSE-205,-91
153,2,5,2412,00:22:b0:05:f3:bc,CSE-204,-68
154,2,5,2462,bc:22:28:21:55:6e,CSE-104,-74
155,2,5,2412,18:0f:76:c3:06:8d,CSE-304,-56
156,2,6,2432,60:63:4c:31:37:40,CSE-303,-68
157,2,6,5180,60:63:4c:31:37:48,dlink,-84
158,2,6,5745,52:29:6f:70:e8:02,Shakshor,-82
159,2,6,5805,36:62:f9:a1:88:63,CSE OFFICE,-97
160,2,6,5805,36:62:f9:a1:88:57,CSE OFFICE,-86
161,2,6,5785,bc:22:28:21:09:21,CSE-205,-78
162,2,6,2412,00:22:b0:05:f3:bc,CSE-204,-51
163,2,6,2412,18:0f:76:c3:06:8d,CSE-304,-56
164,2,7,2432,60:63:4c:31:37:40,CSE-303,-68
165,2,7,5180,60:63:4c:31:37:48,dlink,-84
166,2,7,5745,52:29:6f:70:e8:02,Shakshor,-82
167,2,7,5805,36:62:f9:a1:88:63,CSE OFFICE,-97
168,2,7,5805,36:62:f9:a1:88:57,CSE OFFICE,-86
169,2,7,5785,bc:22:28:21:09:21,CSE-205,-78
170,2,7,2412,00:22:b0:05:f3:bc,CSE-204,-51
171,2,7,2412,18:0f:76:c3:06:8d,CSE-304,-56
172,2,8,5805,34:60:f9:a1:88:57,,-87
173,2,8,5180,60:63:4c:31:37:48,dlink,-92
174,2,8,5805,34:60:f9:a1:88:63,,-95
175,2,8,5785,bc:22:28:21:09:b7,,-94
176,2,8,5745,52:29:6f:70:e8:02,Shakshor,-86
177,2,8,5805,36:62:f9:a1:88:63,CSE OFFICE,-96
178,2,8,5805,36:62:f9:a1:88:57,CSE OFFICE,-87
179,2,8,5785,bc:22:28:21:09:22,,-76
180,2,8,5785,bc:22:28:21:09:21,CSE-205,-76
181,2,8,2412,00:22:b0:05:f3:bc,CSE-204,-57
182,2,9,5805,34:60:f9:a1:88:57,,-87
183,2,9,5180,60:63:4c:31:37:48,dlink,-92
184,2,9,5805,34:60:f9:a1:88:63,,-95
185,2,9,5785,bc:22:28:21:09:b7,,-94
186,2,9,5745,52:29:6f:70:e8:02,Shakshor,-86
187,2,9,5805,36:62:f9:a1:88:63,CSE OFFICE,-96
188,2,9,5805,36:62:f9:a1:88:57,CSE OFFICE,-87
189,2,9,5785,bc:22:28:21:09:22,,-76
190,2,9,5785,bc:22:28:21:09:21,CSE-205,-76
191,2,9,2412,00:22:b0:05:f3:bc,CSE-204,-57
192,2,10,5805,34:60:f9:a1:88:57,,-87
193,2,10,5180,60:63:4c:31:37:48,dlink,-92
194,2,10,5805,34:60:f9:a1:88:63,,-95
195,2,10,5785,bc:22:28:21:09:b7,,-94
196,2,10,5745,52:29:6f:70:e8:02,Shakshor,-86
