scanId,entryId,scanGroupIndex,Frequency,MacAddress,SSID,Strength
10035,38,8,2462,70:4c:a5:95:b2:d0,BUET-Free-WiFi,-89
10036,38,8,5785,bc:22:28:21:09:b8,,-80
10037,38,8,5785,bc:22:28:21:09:b7,,-80
10038,38,8,5745,52:29:6f:70:e8:02,Shakshor,-75
10039,38,8,2457,bc:22:28:21:09:24,CSE-205,-68
10040,38,8,5785,bc:22:28:21:09:21,CSE-205,-75
10041,38,8,2412,56:24:f1:d4:40:ff,Redmi Note 10,-55
10042,38,8,5805,36:62:f9:a1:88:63,CSE OFFICE,-80
10043,38,8,5805,36:62:f9:a1:88:57,CSE OFFICE,-79
10044,38,9,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-51
10045,38,9,5180,60:63:4c:31:37:48,dlink,-80
10046,38,9,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-74
10047,38,9,2462,02:83:7e:72:2b:0b,realme C12i,-76
10048,38,9,5805,34:60:f9:a1:88:63,,-80
10049,38,9,2462,26:94:5a:1b:90:4d,Tatakae🥷,-62
10050,38,9,5765,bc:22:28:21:55:6b,CSE-104,-85
10051,38,9,2437,36:56:20:d4:75:60,Rayyan's Galaxy A24,-84
10052,38,9,2462,bc:22:28:21:55:6e,CSE-104,-75
10053,38,9,2457,36:20:f9:a1:88:62,CSE OFFICE,-69
10054,38,9,2457,36:20:f9:a1:88:56,CSE OFFICE,-62
10055,38,9,2412,18:0f:76:c3:06:8d,CSE-304,-55
10056,38,9,2422,24:2f:d0:88:39:a2,,-71
10057,38,9,2462,70:4c:a5:95:b2:d0,BUET-Free-WiFi,-89
10058,38,9,5785,bc:22:28:21:09:b8,,-82
10059,38,9,5785,bc:22:28:21:09:b7,,-80
10060,38,9,5745,52:29:6f:70:e8:02,Shakshor,-71
10061,38,9,2457,bc:22:28:21:09:24,CSE-205,-68
10062,38,9,5785,bc:22:28:21:09:21,CSE-205,-74
10063,38,9,2462,34:e8:94:10:7d:fa,Hall of Fame,-71
10064,38,9,2412,56:24:f1:d4:40:ff,Redmi Note 10,-60
10065,38,9,5805,36:62:f9:a1:88:63,CSE OFFICE,-84
10066,38,9,5805,36:62:f9:a1:88:57,CSE OFFICE,-82
10067,38,10,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-51
10068,38,10,5180,60:63:4c:31:37:48,dlink,-80
10069,38,10,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-74
10070,38,10,2462,02:83:7e:72:2b:0b,realme C12i,-76
10071,38,10,2462,26:94:5a:1b:90:4d,Tatakae🥷,-62
10072,38,10,5765,bc:22:28:21:55:6b,CSE-104,-85
10073,38,10,2462,bc:22:28:21:55:6e,CSE-104,-75
10074,38,10,2457,36:20:f9:a1:88:62,CSE OFFICE,-69
10075,38,10,2412,18:0f:76:c3:06:8d,CSE-304,-55
10076,38,10,5785,bc:22:28:21:09:b8,,-82
10077,38,10,5745,52:29:6f:70:e8:02,Shakshor,-71
10078,38,10,5785,bc:22:28:21:09:21,CSE-205,-74
10079,38,10,2462,34:e8:94:10:7d:fa,Hall of Fame,-71
10080,38,10,2412,56:24:f1:d4:40:ff,Redmi Note 10,-60
10081,38,10,5805,36:62:f9:a1:88:63,CSE OFFICE,-84
10082,38,10,5805,36:62:f9:a1:88:57,CSE OFFICE,-82
10083,38,11,2437,d2:21:d7:af:f0:ae,Fihad's Galaxy,-51
10084,38,11,5180,60:63:4c:31:37:48,dlink,-80
10085,38,11,2437,30:b5:c2:ea:5b:44,DataLab@BUET,-74
10086,38,11,2462,02:83:7e:72:2b:0b,realme C12i,-76
10087,38,11,2462,26:94:5a:1b:90:4d,Tatakae🥷,-62
10088,38,11,5765,bc:22:28:21:55:6b,CSE-104,-85
10089,38,11,2462,bc:22:28:21:55:6e,CSE-104,-75
10090,38,11,2457,36:20:f9:a1:88:62,CSE OFFICE,-69
10091,38,11,2412,18:0f:76:c3:06:8d,CSE-304,-55
