entryId,numOfScans,macAddress,ssid,countOfMac,avgStrength,stdDev,avgStrengthNoOutliers,countNoOutliers,stdDevNoOutliers
34,20,5e:a9:31:22:bb:0a,CSE-LAB,6,-67.83,1.34,-68.33,3,0.47
34,20,30:b5:c2:ea:5b:44,DataLab@BUET,4,-76.5,2.5,-76.5,4,2.5
34,20,18:0f:76:c3:06:8d,CSE-304,2,-52.0,0.0,-52.0,2,0.0
34,20,70:4c:a5:95:b6:00,BUET-Free-WiFi,1,-75.0,0.0,-75.0,1,0.0
34,20,bc:22:28:21:09:21,CSE-205,1,-86.0,0.0,-86.0,1,0.0
35,20,26:2f:d0:88:39:a2,IAC,2,-53.5,5.5,-53.5,2,5.5
35,20,36:62:f9:a1:88:57,CSE OFFICE,20,-80.2,2.69,-80.83,12,1.28
35,20,bc:22:28:21:09:21,CSE-205,20,-75.65,2.57,-75.75,12,1.01
35,20,bc:22:28:21:55:6b,CSE-104,20,-70.2,1.94,-70.42,12,1.19
35,20,00:22:b0:05:f3:bc,CSE-204,8,-58.38,1.32,-58.6,5,1.2
35,20,60:63:4c:31:37:40,CSE-303,12,-54.08,1.5,-53.86,7,0.64
35,20,18:0f:76:c3:06:8d,CSE-304,15,-48.4,3.42,-48.67,9,2.16
35,20,36:62:f9:a1:88:63,CSE OFFICE,19,-83.79,1.64,-83.83,12,1.4
35,20,36:20:f9:a1:88:56,CSE OFFICE,13,-64.92,3.27,-65.75,8,1.85
35,20,30:b5:c2:ea:5b:44,DataLab@BUET,6,-66.5,1.5,-67.33,3,0.47
35,20,36:20:f9:a1:88:62,CSE OFFICE,7,-64.29,1.48,-65.0,4,0.0
35,20,34:e8:94:10:7d:fa,Hall of Fame,11,-70.45,3.23,-71.5,6,1.98
35,20,bc:22:28:21:09:24,CSE-205,8,-71.12,4.57,-71.0,5,3.29
35,20,bc:22:28:21:09:ba,CSE-206,3,-69.0,4.24,-69.0,3,4.24
35,20,60:63:4c:31:37:60,CSE-306,4,-82.5,2.5,-82.5,4,2.5
35,20,5e:a9:31:22:bb:0a,CSE-LAB,3,-62.0,2.83,-62.0,3,2.83
35,20,36:20:f9:a1:8b:8e,CSE OFFICE,5,-77.6,4.08,-78.0,3,3.27
35,20,70:4c:a5:95:b6:00,BUET-Free-WiFi,4,-80.0,0.0,-80.0,4,0.0
35,20,bc:22:28:21:55:6e,CSE-104,7,-64.0,2.67,-64.75,4,2.28
36,20,60:63:4c:31:37:40,CSE-303,8,-66.88,2.89,-67.2,5,2.56
36,20,70:4c:a5:95:b6:00,BUET-Free-WiFi,5,-91.0,4.15,-90.67,3,3.86
36,20,34:e8:94:10:7d:fa,Hall of Fame,7,-74.57,2.61,-75.25,4,1.92
36,20,36:20:f9:a1:88:62,CSE OFFICE,11,-67.27,1.14,-67.67,6,0.47
36,20,36:62:f9:a1:88:63,CSE OFFICE,15,-85.8,1.33,-85.78,9,0.42
36,20,bc:22:28:21:09:24,CSE-205,16,-70.25,2.49,-71.56,9,0.5
36,20,36:62:f9:a1:88:57,CSE OFFICE,17,-85.06,2.9,-85.6,10,1.28
36,20,bc:22:28:21:09:21,CSE-205,18,-76.06,1.96,-76.27,11,0.62
36,20,bc:22:28:21:55:6e,CSE-104,11,-68.64,0.88,-69.0,6,0.0
36,20,bc:22:28:21:55:6b,CSE-104,17,-85.88,1.32,-86.1,10,0.54
36,20,36:20:f9:a1:88:56,CSE OFFICE,12,-63.42,1.85,-63.71,7,1.16
36,20,18:0f:76:c3:06:8d,CSE-304,19,-48.21,2.04,-48.08,12,1.26
36,20,00:1e:2a:ba:c8:20,CSE-401,1,-96.0,0.0,-96.0,1,0.0
36,20,26:2f:d0:88:39:a2,IAC,8,-68.12,1.83,-69.0,5,0.0
36,20,5e:a9:31:22:bb:0a,CSE-LAB,10,-73.6,1.74,-74.0,6,1.41
36,20,30:b5:c2:ea:5b:44,DataLab@BUET,3,-76.67,2.36,-76.67,3,2.36
36,20,00:22:b0:05:f3:bc,CSE-204,10,-62.7,3.72,-62.67,6,1.25
36,20,bc:22:28:21:09:ba,CSE-206,2,-89.5,4.5,-89.5,2,4.5
36,20,36:20:f9:a1:8b:8e,CSE OFFICE,2,-83.0,0.0,-83.0,2,0.0
36,20,60:63:4c:31:37:60,CSE-306,2,-85.0,0.0,-85.0,2,0.0
37,4,26:2f:d0:88:39:a2,IAC,4,-71.75,1.64,-71.75,4,1.64
37,4,36:62:f9:a1:88:57,CSE OFFICE,4,-89.0,4.12,-89.0,4,4.12
37,4,bc:22:28:21:09:21,CSE-205,4,-75.25,5.36,-75.25,4,5.36
37,4,36:20:f9:a1:88:56,CSE OFFICE,3,-66.33,10.37,-66.33,3,10.37
37,4,bc:22:28:21:55:6b,CSE-104,4,-77.25,2.49,-77.25,4,2.49
37,4,60:63:4c:31:37:40,CSE-303,3,-58.0,5.66,-58.0,3,5.66
37,4,5e:a9:31:22:bb:0a,CSE-LAB,3,-71.0,0.0,-71.0,3,0.0
37,4,18:0f:76:c3:06:8d,CSE-304,4,-56.0,3.08,-56.0,4,3.08
37,4,36:62:f9:a1:88:63,CSE OFFICE,2,-83.0,0.0,-83.0,2,0.0
37,4,36:20:f9:a1:88:62,CSE OFFICE,3,-71.0,7.12,-71.0,3,7.12
37,4,bc:22:28:21:09:24,CSE-205,2,-68.5,3.5,-68.5,2,3.5
37,4,bc:22:28:21:09:ba,CSE-206,2,-79.0,5.0,-79.0,2,5.0
37,4,bc:22:28:21:55:6e,CSE-104,3,-68.67,7.32,-68.67,3,7.32
37,4,36:20:f9:a1:8b:8e,CSE OFFICE,1,-89.0,0.0,-89.0,1,0.0
37,4,60:63:4c:31:37:60,CSE-306,1,-94.0,0.0,-94.0,1,0.0
38,20,60:63:4c:31:37:48,dlink,20,-84.35,4.79,-84.08,12,3.25
38,20,bc:22:28:21:55:6b,CSE-104,19,-85.74,1.55,-85.67,12,0.75
38,20,18:0f:76:c3:06:8d,CSE-304,18,-50.94,5.13,-51.27,11,3.02
38,20,bc:22:28:21:09:21,CSE-205,17,-76.0,4.16,-75.6,10,1.11
38,20,36:62:f9:a1:88:63,CSE OFFICE,18,-83.83,4.35,-84.45,11,2.68
38,20,36:62:f9:a1:88:57,CSE OFFICE,20,-82.95,2.25,-83.0,12,1.15
38,20,00:22:b0:05:f3:bc,CSE-204,12,-63.0,5.05,-63.14,7,4.36
